,Insider Trading,Relationship,Date,Transaction,Cost,#Shares,Value ($),#Shares Total,SEC Form 4,Insider_id,Ticker
9,Broderick Michael T,EVP Merch & Store Ops Support,2021-02-28,Option Exercise,132.98,135.0,17952.0,4114.0,Mar 03 04:48 PM,1552071,AAP
10,Finley Tammy M,"EVP, General Counsel, Corp Sec",2021-02-28,Option Exercise,132.98,322.0,42820.0,11472.0,Mar 03 04:47 PM,1595975,AAP
11,Schechtman Natalie,EVP Human Resources,2021-02-28,Option Exercise,132.98,188.0,25000.0,4447.0,Mar 03 04:45 PM,1675001,AAP
0,UBBEN JEFFREY W,Director,2020-06-11,Buy,12.22,500000.0,6110000.0,5346500.0,Jun 15 05:10 PM,1159187,AES
1,UBBEN JEFFREY W,Director,2020-05-15,Buy,11.67,500000.0,5835000.0,4846500.0,May 19 06:08 PM,1159187,AES
2,Khanna Tarun,Director,2020-03-20,Buy,11.27,4300.0,48461.0,4300.0,Mar 23 04:24 PM,1459592,AES
3,Moreno Leonardo,"SVP, Corporate Strategy",2020-03-19,Buy,9.52,2500.0,23800.0,28326.0,Mar 23 07:27 AM,1754413,AES
4,Mendoza Tish,Sr. VP & Chief HR Officer,2020-03-19,Buy,9.28,3240.0,30067.0,111946.0,Mar 23 07:25 AM,1628839,AES
5,Pimenta Gustavo,EVP and CFO,2020-03-19,Buy,9.5,5230.0,49685.0,56168.0,Mar 23 07:18 AM,1764320,AES
6,Da Santos Bernerd,EVP and COO,2020-03-19,Buy,9.63,4000.0,38538.0,183806.0,Mar 20 07:07 AM,1626763,AES
7,Nebreda Julian,"SVP, Andes SBU President",2020-03-19,Buy,9.5,3000.0,28500.0,52509.0,Mar 20 07:03 AM,1754406,AES
8,Freedman Paul L,SVP and General Counsel,2020-03-19,Buy,9.5,2650.0,25169.0,30112.0,Mar 20 06:58 AM,1732841,AES
9,Krueger Lisa,"SVP, US SBU President",2020-03-19,Buy,9.5,3000.0,28500.0,15078.0,Mar 20 06:54 AM,1754410,AES
10,Gluski Andres,President and CEO,2020-03-19,Buy,9.5,9523.0,90469.0,1573190.0,Mar 20 06:52 AM,1348876,AES
11,Rubiolo Juan Ignacio,"SVP, MCAC SBU President",2020-03-19,Buy,9.12,5300.0,48317.0,33718.0,Mar 23 04:22 PM,1754411,AES
12,MORSE JOHN B JR,Director,2020-03-13,Buy,12.99,10000.0,129900.0,10000.0,Mar 16 06:22 AM,1018396,AES
13,Gluski Andres,President and CEO,2020-03-03,Option Exercise,11.38,207541.0,2361958.0,1640712.0,Mar 05 04:32 PM,1348876,AES
0,MOSKOWITZ JOSEPH L,Director,2021-02-01,Sale,45.39,100.0,4539.0,16620.0,Feb 02 04:59 PM,1639880,AFL
1,MOSKOWITZ JOSEPH L,Director,2021-01-04,Sale,44.6,100.0,4460.0,16720.0,Jan 06 08:51 AM,1639880,AFL
2,KENNY THOMAS J,Director,2020-12-30,Option Exercise,31.06,29470.0,915267.0,50107.0,Dec 31 04:59 PM,1066022,AFL
3,KENNY THOMAS J,Director,2020-12-30,Sale,43.87,29470.0,1292849.0,30107.0,Dec 31 04:59 PM,1066022,AFL
4,RIMER BARBARA K,Director,2020-12-11,Sale,44.62,1005.0,44843.0,28409.0,Dec 16 08:29 AM,1075305,AFL
5,RIMER BARBARA K,Director,2020-12-08,Sale,45.33,100.0,4533.0,29414.0,Dec 10 09:06 AM,1075305,AFL
6,LAKE CHARLES D II,"Chairman & Rep. Director, ALIJ",2020-12-07,Sale,45.64,5070.0,231410.0,78619.0,Dec 09 09:27 AM,1144994,AFL
7,Daniels James Todd,"EVP, CFO Aflac Japan",2020-11-30,Option Exercise,28.95,3400.0,98430.0,48182.0,Dec 02 07:25 AM,1658552,AFL
8,Daniels James Todd,"EVP, CFO Aflac Japan",2020-11-30,Sale,44.61,6809.0,303763.0,41373.0,Dec 02 07:25 AM,1658552,AFL
9,TILLMAN AUDREY B,Executive Vice President,2020-11-24,Option Exercise,28.95,3454.0,99993.0,129757.0,Nov 25 04:59 PM,1422863,AFL
10,TILLMAN AUDREY B,Executive Vice President,2020-11-24,Sale,45.52,11954.0,544147.0,117803.0,Nov 25 04:59 PM,1422863,AFL
11,RIMER BARBARA K,Director,2020-11-23,Sale,44.38,932.0,41362.0,29468.0,Nov 25 09:28 AM,1075305,AFL
12,Fukuzawa Toshihiko,Director,2020-11-23,Sale,44.65,2000.0,89300.0,13786.0,Nov 25 09:08 AM,1672937,AFL
13,LAKE CHARLES D II,"Chairman & Rep. Director, ALIJ",2020-08-18,Sale,37.32,16392.0,611684.0,83540.0,Aug 20 08:57 AM,1144994,AFL
14,Lloyd Karole,Director,2020-08-14,Buy,38.13,1000.0,38125.0,33585.0,Aug 18 09:00 AM,1694416,AFL
15,RIMER BARBARA K,Director,2020-05-01,Option Exercise,25.45,11026.0,280557.0,36982.0,May 05 04:06 PM,1075305,AFL
16,RIMER BARBARA K,Director,2020-05-01,Sale,36.23,11026.0,399505.0,25956.0,May 05 04:06 PM,1075305,AFL
17,Crawford Frederick John,President & COO,2020-03-23,Buy,26.29,25000.0,657340.0,247828.0,Mar 24 10:54 AM,1309344,AFL
18,Koide Masatoshi,"Pres., and Rep. Director",2021-02-18,Sale,51.75,1467.0,75917.0,40898.0,Feb 19 01:18 PM,1705261,AFL
19,LAKE CHARLES D II,Chairman and Rep. Director,2021-02-18,Sale,51.81,16530.0,856414.0,98988.0,Feb 19 01:18 PM,1144994,AFL
0,McMullen Michael R.,CEO and President,2021-02-02,Sale,123.74,41978.0,5194232.0,314985.0,Feb 03 01:28 PM,1418949,A
1,McMullen Michael R.,CEO and President,2021-02-01,Sale,120.26,21212.0,2550955.0,356963.0,Feb 03 01:28 PM,1418949,A
2,Tang Michael,"SVP, General Counsel, and Sec.",2021-01-14,Sale,127.27,500.0,63635.0,54880.0,Jan 19 05:01 PM,1663020,A
3,McMullen Michael R.,CEO and President,2020-12-01,Sale,115.63,85842.0,9925910.0,415347.0,Dec 02 08:17 PM,1418949,A
4,KOH BOON HWEE,Director,2020-11-30,Sale,114.51,20000.0,2290200.0,68051.0,Dec 02 08:16 PM,1235113,A
5,Tang Michael,"SVP, General Counsel, and Sec.",2020-11-09,Sale,116.16,2222.0,258108.0,56807.0,Nov 12 01:31 PM,1663020,A
6,Tang Michael,"SVP, General Counsel, and Sec.",2020-11-05,Sale,111.0,1111.0,123321.0,59029.0,Nov 09 02:33 PM,1663020,A
7,Tang Michael,"SVP, General Counsel, and Sec.",2020-11-04,Sale,108.5,1111.0,120544.0,60140.0,Nov 05 03:45 PM,1663020,A
8,Tang Michael,"SVP, General Counsel, and Sec.",2020-11-03,Sale,106.43,1111.0,118244.0,61251.0,Nov 05 03:45 PM,1663020,A
9,Tang Michael,"SVP, General Counsel, and Sec.",2020-11-02,Sale,103.52,1111.0,115011.0,62362.0,Nov 03 03:41 PM,1663020,A
10,Tang Michael,"SVP, General Counsel, and Sec.",2020-10-30,Sale,101.77,3333.0,339199.0,63473.0,Nov 03 03:41 PM,1663020,A
11,Grau Dominique,Senior Vice President,2020-10-09,Option Exercise,39.12,6485.0,253693.0,104154.0,Oct 13 02:32 PM,1614512,A
12,Grau Dominique,Senior Vice President,2020-10-09,Sale,105.0,6485.0,680925.0,97669.0,Oct 13 02:32 PM,1614512,A
13,Grau Dominique,Senior Vice President,2020-08-31,Option Exercise,39.12,6485.0,253693.0,104154.0,Sep 01 05:19 PM,1614512,A
14,Grau Dominique,Senior Vice President,2020-08-31,Sale,100.0,6485.0,648500.0,97669.0,Sep 01 05:19 PM,1614512,A
15,Gonsalves Rodney,"V.P., Corporate Controller",2020-08-25,Option Exercise,40.8,6191.0,252593.0,48334.0,Aug 27 12:15 PM,1642192,A
16,Gonsalves Rodney,"V.P., Corporate Controller",2020-08-25,Sale,98.17,6191.0,607752.0,42143.0,Aug 27 12:15 PM,1642192,A
17,McMullen Michael R.,CEO and President,2020-07-30,Option Exercise,39.12,72716.0,2844650.0,575215.0,Aug 03 02:42 PM,1418949,A
18,McMullen Michael R.,CEO and President,2020-07-30,Sale,95.76,72716.0,6963575.0,502499.0,Aug 03 02:42 PM,1418949,A
19,FIELDS HEIDI,Director,2020-06-04,Sale,91.0,10392.0,945662.0,0.0,Jun 08 02:08 PM,1014330,A
20,Gonsalves Rodney,"V.P., Corporate Controller",2020-05-27,Option Exercise,40.8,3100.0,126480.0,46709.0,May 28 07:04 PM,1642192,A
21,Gonsalves Rodney,"V.P., Corporate Controller",2020-05-27,Sale,85.3,4566.0,389499.0,42143.0,May 28 07:04 PM,1642192,A
22,Grau Dominique,Senior Vice President,2020-05-26,Option Exercise,26.19,9033.0,236574.0,106702.0,May 28 07:02 PM,1614512,A
23,Thaysen Jacob,Sr. Vice President,2020-05-26,Sale,86.53,8000.0,692240.0,102806.0,May 28 07:03 PM,1625263,A
24,Grau Dominique,Senior Vice President,2020-05-26,Sale,86.56,9033.0,781896.0,97669.0,May 28 07:02 PM,1614512,A
25,McMullen Michael R.,CEO and President,2020-05-15,Sale,82.5,6917.0,570653.0,504642.0,May 19 03:36 PM,1418949,A
26,McMullen Michael R.,CEO and President,2020-05-08,Sale,80.0,18018.0,1441440.0,511559.0,May 11 01:42 PM,1418949,A
27,McMullen Michael R.,CEO and President,2020-04-29,Sale,78.72,13603.0,1070774.0,529245.0,Apr 30 02:55 PM,1418949,A
28,McMullen Michael R.,CEO and President,2020-04-27,Sale,76.2,8814.0,671583.0,542848.0,Apr 28 04:58 PM,1418949,A
29,Doak Mark,Sr. Vice President,2020-03-03,Sale,83.81,3494.0,292832.0,135678.0,Mar 04 02:09 PM,1619051,A
30,Doak Mark,Sr. Vice President,2020-03-02,Sale,82.0,2867.0,235094.0,139172.0,Mar 03 01:48 PM,1619051,A
31,Gonsalves Rodney,"V.P., Corporate Controller",2021-02-25,Sale,80.02,1000.0,80024.0,43421.0,Feb 27 01:58 PM,1642192,A
0,Crocco Michael S,Executive VP and CFO,2020-12-01,Option Exercise,80.67,4314.0,348010.0,74547.0,Dec 03 11:45 AM,1412293,APD
1,Flugel Russell A,"VP, Controller and PAO",2020-12-01,Option Exercise,80.67,3459.0,279038.0,12711.0,Dec 03 12:36 PM,1643125,APD
0,McGowan Edward J,Chief Financial Officer,2021-01-31,Option Exercise,0.0,302.0,0.0,7257.0,Feb 02 04:09 PM,1767894,AKAM
1,Williams Anthony P,EVP and CHRO,2020-12-06,Option Exercise,0.0,295.0,0.0,4477.0,Dec 07 05:11 PM,1797531,AKAM
2,Ranganathan Madhu,Director,2020-12-03,Sale,104.09,1675.0,174351.0,0.0,Dec 07 05:15 PM,1346240,AKAM
3,Williams Anthony P,EVP and CHRO,2020-12-01,Option Exercise,0.0,374.0,0.0,4182.0,Dec 02 05:18 PM,1797531,AKAM
4,McGowan Edward J,Chief Financial Officer,2020-10-31,Option Exercise,0.0,257.0,0.0,6837.0,Nov 03 04:03 PM,1767894,AKAM
5,Blumofe Robert,EVP Platform & GM Enterprise,2020-10-30,Sale,95.23,6089.0,579855.0,17154.0,Oct 30 04:19 PM,1576905,AKAM
6,Williams Anthony P,EVP and CHRO,2020-09-06,Option Exercise,0.0,295.0,0.0,3808.0,Sep 08 04:17 PM,1797531,AKAM
7,Williams Anthony P,EVP and CHRO,2020-09-01,Option Exercise,0.0,374.0,0.0,3513.0,Sep 02 09:39 PM,1797531,AKAM
8,MCCONNELL RICK M,President and GM Web Division,2020-08-24,Sale,112.5,3409.0,383513.0,20007.0,Aug 25 07:08 PM,1239165,AKAM
9,Ahola Aaron,EVP & General Counsel,2020-08-20,Sale,108.73,2761.0,300204.0,3885.0,Aug 20 04:17 PM,1718588,AKAM
10,Williams Anthony P,EVP and CHRO,2020-08-14,Sale,107.85,3440.0,370990.0,3139.0,Aug 17 04:25 PM,1797531,AKAM
11,McGowan Edward J,Chief Financial Officer,2020-07-31,Option Exercise,0.0,257.0,0.0,5386.0,Aug 04 05:04 PM,1767894,AKAM
12,Blumofe Robert,EVP Platform & GM Enterprise,2020-07-31,Sale,111.17,5000.0,555850.0,18243.0,Aug 04 05:18 PM,1576905,AKAM
13,Williams Anthony P,EVP and CHRO,2020-07-27,Option Exercise,0.0,256.0,0.0,6579.0,Jul 29 04:43 PM,1797531,AKAM
14,McGowan Edward J,Chief Financial Officer,2020-07-06,Sale,116.0,2516.0,291856.0,5129.0,Jul 08 04:51 PM,1767894,AKAM
15,McGowan Edward J,Chief Financial Officer,2020-07-02,Sale,110.0,1194.0,131340.0,7645.0,Jul 02 04:10 PM,1767894,AKAM
16,McGowan Edward J,Chief Financial Officer,2020-06-30,Sale,107.01,4758.0,509140.0,8839.0,Jul 01 05:23 PM,1767894,AKAM
17,Ranganathan Madhu,Director,2020-06-19,Option Exercise,0.0,1675.0,0.0,1675.0,Jun 22 05:50 PM,1346240,AKAM
18,Wagner William Raymond,Director,2020-06-08,Sale,101.38,3000.0,304140.0,6628.0,Jun 09 05:15 PM,1369322,AKAM
19,Williams Anthony P,EVP and CHRO,2020-06-06,Option Exercise,0.0,295.0,0.0,6323.0,Jun 08 04:05 PM,1797531,AKAM
20,Williams Anthony P,EVP and CHRO,2020-06-01,Option Exercise,0.0,374.0,0.0,6028.0,Jun 01 04:26 PM,1797531,AKAM
21,McGowan Edward J,Chief Financial Officer,2020-05-29,Sale,105.0,797.0,83685.0,13597.0,Jun 01 04:27 PM,1767894,AKAM
22,MCCONNELL RICK M,President and GM Web Division,2020-05-26,Sale,102.0,5331.0,543762.0,23416.0,May 26 04:11 PM,1239165,AKAM
23,McGowan Edward J,Chief Financial Officer,2020-05-21,Sale,101.0,3208.0,324008.0,14251.0,May 26 04:10 PM,1767894,AKAM
24,MCCONNELL RICK M,President and GM Web Division,2020-05-20,Sale,100.0,5000.0,500000.0,28747.0,May 21 04:45 PM,1239165,AKAM
25,FORD MONTE E,Director,2020-05-15,Option Exercise,0.0,2936.0,0.0,22187.0,May 18 05:53 PM,1085361,AKAM
26,MILLER JON,Director,2020-05-15,Option Exercise,0.0,2936.0,0.0,20567.0,May 18 05:53 PM,1184244,AKAM
27,Wagner William Raymond,Director,2020-05-15,Option Exercise,0.0,2936.0,0.0,9628.0,May 18 05:54 PM,1369322,AKAM
28,McGowan Edward J,Chief Financial Officer,2020-05-15,Sale,98.0,4068.0,398664.0,17459.0,May 18 05:54 PM,1767894,AKAM
29,MCCONNELL RICK M,President and GM Web Division,2020-05-15,Sale,98.0,5000.0,490000.0,33747.0,May 18 05:55 PM,1239165,AKAM
30,MCCONNELL RICK M,President and GM Web Division,2020-05-14,Sale,96.0,11120.0,1067520.0,38747.0,May 18 05:55 PM,1239165,AKAM
31,Williams Anthony P,EVP and CHRO,2020-05-07,Sale,101.28,2650.0,268392.0,5654.0,May 11 04:59 PM,1797531,AKAM
32,McGowan Edward J,Chief Financial Officer,2020-05-04,Option Exercise,0.0,352.0,0.0,21527.0,May 04 04:32 PM,1767894,AKAM
33,Blumofe Robert,EVP Platform & GM Enterprise,2020-05-01,Sale,96.31,7100.0,683801.0,23100.0,May 04 04:28 PM,1576905,AKAM
34,McGowan Edward J,Chief Financial Officer,2020-04-30,Option Exercise,0.0,257.0,0.0,21175.0,May 01 04:23 PM,1767894,AKAM
35,Williams Anthony P,EVP and CHRO,2020-04-27,Option Exercise,0.0,256.0,0.0,8304.0,Apr 29 04:11 PM,1797531,AKAM
36,Karon Adam,EVP & GM Media Division,2020-04-14,Sale,100.0,5000.0,500000.0,8260.0,Apr 15 04:07 PM,1699796,AKAM
37,Wagner William Raymond,Director,2020-04-13,Option Exercise,0.0,1866.0,0.0,6692.0,Apr 13 04:17 PM,1369322,AKAM
38,Killalea Peter Thomas,Director,2020-04-13,Option Exercise,0.0,1866.0,0.0,6692.0,Apr 13 04:17 PM,1638728,AKAM
39,Karon Adam,EVP & GM Media Division,2020-03-18,Sale,95.0,15000.0,1425000.0,13260.0,Mar 20 04:11 PM,1699796,AKAM
40,Williams Anthony P,EVP and CHRO,2020-03-06,Option Exercise,0.0,295.0,0.0,8048.0,Mar 06 04:19 PM,1797531,AKAM
41,Karon Adam,EVP & GM Media Division,2020-03-03,Option Exercise,0.0,9437.0,0.0,28260.0,Mar 05 04:47 PM,1699796,AKAM
42,MCCONNELL RICK M,President and GM Web Division,2020-03-03,Option Exercise,0.0,18090.0,0.0,49867.0,Mar 05 04:46 PM,1239165,AKAM
43,LEIGHTON F THOMSON,Chief Executive Officer,2020-03-03,Option Exercise,0.0,49987.0,0.0,91872.0,Mar 05 04:46 PM,1106232,AKAM
44,McGowan Edward J,Chief Financial Officer,2020-03-03,Option Exercise,0.0,4716.0,0.0,20918.0,Mar 05 04:46 PM,1767894,AKAM
45,Blumofe Robert,EVP Platform & GM Enterprise,2020-03-03,Option Exercise,0.0,15876.0,0.0,30200.0,Mar 05 04:45 PM,1576905,AKAM
46,MCCONNELL RICK M,President and GM Web Division,2020-03-01,Option Exercise,0.0,3409.0,0.0,31777.0,Mar 03 09:56 PM,1239165,AKAM
47,LEIGHTON F THOMSON,Chief Executive Officer,2020-03-01,Option Exercise,0.0,8863.0,0.0,30305.0,Mar 03 04:25 PM,1106232,AKAM
48,Blumofe Robert,EVP Platform & GM Enterprise,2020-03-01,Option Exercise,0.0,2815.0,0.0,14324.0,Mar 03 04:23 PM,1576905,AKAM
49,McGowan Edward J,Chief Financial Officer,2020-03-01,Option Exercise,0.0,2912.0,0.0,16202.0,Mar 03 04:24 PM,1767894,AKAM
50,Williams Anthony P,EVP and CHRO,2020-03-01,Option Exercise,0.0,1728.0,0.0,7753.0,Mar 03 04:24 PM,1797531,AKAM
51,Karon Adam,EVP & GM Media Division,2020-03-01,Option Exercise,0.0,3278.0,0.0,18823.0,Mar 03 04:24 PM,1699796,AKAM
52,Ahola Aaron,EVP & General Counsel,2020-03-01,Option Exercise,0.0,2537.0,0.0,6646.0,Mar 03 04:23 PM,1718588,AKAM
53,SALERNO FREDERIC V,Director,2021-02-21,Sale,100.11,10922.0,1093401.0,0.0,Feb 21 04:27 PM,1180138,AKAM
54,Greenthal Jill A,Director,2021-02-19,Sale,102.41,5000.0,512050.0,33039.0,Feb 19 06:27 PM,1353671,AKAM
55,Blumofe Robert,EVP Platform & GM Enterprise,2021-02-18,Sale,99.29,8389.0,832944.0,11509.0,Feb 19 06:27 PM,1576905,AKAM
56,LEIGHTON F THOMSON,Chief Executive Officer,2021-02-09,Option Exercise,0.0,9868.0,0.0,21442.0,Feb 11 07:45 PM,1106232,AKAM
57,McGowan Edward J,Chief Financial Officer,2021-02-09,Option Exercise,0.0,1179.0,0.0,13290.0,Feb 11 07:45 PM,1767894,AKAM
58,Blumofe Robert,EVP Platform & GM Enterprise,2021-02-09,Option Exercise,0.0,3830.0,0.0,19898.0,Feb 11 07:47 PM,1576905,AKAM
59,Karon Adam,EVP & GM Media Division,2021-02-09,Option Exercise,0.0,2539.0,0.0,15545.0,Feb 11 07:46 PM,1699796,AKAM
60,MCCONNELL RICK M,President and GM Web Division,2021-02-09,Option Exercise,0.0,4260.0,0.0,29671.0,Feb 11 07:47 PM,1239165,AKAM
61,MCCONNELL RICK M,President and GM Web Division,2021-02-08,Option Exercise,0.0,5404.0,0.0,25411.0,Feb 11 07:47 PM,1239165,AKAM
62,Karon Adam,EVP & GM Media Division,2021-02-08,Option Exercise,0.0,3423.0,0.0,13006.0,Feb 11 07:46 PM,1699796,AKAM
63,Ahola Aaron,EVP & General Counsel,2021-02-08,Option Exercise,0.0,1916.0,0.0,6025.0,Feb 11 07:46 PM,1718588,AKAM
64,Blumofe Robert,EVP Platform & GM Enterprise,2021-02-08,Option Exercise,0.0,4029.0,0.0,16068.0,Feb 11 07:47 PM,1576905,AKAM
65,McGowan Edward J,Chief Financial Officer,2021-02-08,Option Exercise,0.0,1337.0,0.0,12111.0,Feb 11 07:45 PM,1767894,AKAM
66,LEIGHTON F THOMSON,Chief Executive Officer,2021-02-08,Option Exercise,0.0,11574.0,0.0,11574.0,Feb 11 07:45 PM,1106232,AKAM
0,MINICUCCI BENITO,"PRESIDENT,ALASKA AIRLINES",2020-12-28,Sale,52.95,10000.0,529500.0,95908.0,Dec 29 07:14 PM,1451455,ALK
1,TILDEN BRADLEY D,"CHAIRMAN, PRESIDENT AND CEO",2020-12-07,Option Exercise,29.94,6684.0,200126.0,169117.0,Dec 08 05:07 PM,1188835,ALK
2,BERRY CHRISTOPHER MICHAEL,VP & CONTROLLER,2020-12-04,Sale,54.05,630.0,34052.0,4703.0,Dec 04 09:00 PM,1636483,ALK
3,TILDEN BRADLEY D,"CHAIRMAN, PRESIDENT AND CEO",2020-11-23,Option Exercise,0.0,40800.0,0.0,186114.0,Nov 23 07:56 PM,1188835,ALK
4,KNIGHT JESSIE J JR,Director,2020-11-20,Buy,47.35,855.0,40483.0,2221.0,Nov 30 05:35 PM,1174961,ALK
5,SPRAGUE JOSEPH A,"PRESIDENT, HORIZON AIR",2020-11-07,Option Exercise,0.0,1129.0,0.0,14383.0,Nov 09 05:35 PM,1544031,ALK
6,TACKETT SHANE R,EVP FINANCE/CFO,2020-11-02,Sale,38.22,2500.0,95550.0,8674.0,Nov 03 06:14 PM,1544028,ALK
7,BIRKETT RAKOW DIANA,VP EXT RELATIONS,2020-09-11,Option Exercise,0.0,417.0,0.0,1046.0,Sep 14 06:14 PM,1717592,ALK
8,SPRAGUE JOSEPH A,"PRESIDENT, HORIZON AIR",2020-09-01,Option Exercise,34.42,4570.0,157300.0,17824.0,Sep 03 06:42 PM,1544031,ALK
9,SPRAGUE JOSEPH A,"PRESIDENT, HORIZON AIR",2020-09-01,Sale,39.04,4570.0,178418.0,13254.0,Sep 03 06:42 PM,1544031,ALK
10,HARRISON ANDREW R,EVP and CCO,2020-08-10,Sale,39.02,2500.0,97547.0,20005.0,Aug 10 06:56 PM,1544030,ALK
11,TACKETT SHANE R,EVP FINANCE/CFO,2020-08-03,Option Exercise,0.0,330.0,0.0,11117.0,Aug 04 09:04 PM,1544028,ALK
12,BERRY CHRISTOPHER MICHAEL,VP & CONTROLLER,2020-05-28,Buy,34.92,570.0,19904.0,5291.0,May 28 05:49 PM,1636483,ALK
13,Fonseca Dhiren R.,Director,2020-05-18,Sale,28.96,1791.0,51868.0,8535.0,May 20 04:42 PM,1460261,ALK
14,SANDVIK HELVI KAY,Director,2020-03-27,Sale,31.73,421.0,13367.0,8977.0,Mar 27 05:28 PM,1592033,ALK
15,SANDVIK HELVI KAY,Director,2020-03-23,Buy,23.68,421.0,9974.0,9398.0,Mar 27 05:28 PM,1592033,ALK
16,TACKETT SHANE R,EVP FINANCE/CFO,2020-03-07,Option Exercise,0.0,557.0,0.0,10721.0,Mar 09 05:14 PM,1544028,ALK
17,SCHNEIDER ANDREA L,SR VP PEOPLE,2020-03-07,Option Exercise,0.0,530.0,0.0,13109.0,Mar 09 05:14 PM,1715974,ALK
18,BERRY CHRISTOPHER MICHAEL,VP & CONTROLLER,2020-03-07,Option Exercise,0.0,417.0,0.0,4481.0,Mar 09 05:14 PM,1636483,ALK
19,TILDEN BRADLEY D,"CHAIRMAN, PRESIDENT AND CEO",2021-02-14,Option Exercise,0.0,7000.0,0.0,147904.0,Feb 18 05:21 PM,1188835,ALK
20,TACKETT SHANE R,EVP STRATEGY/PLNG,2021-02-14,Option Exercise,0.0,810.0,0.0,10362.0,Feb 18 05:14 PM,1544028,ALK
21,PEDERSEN BRANDON,EXEC VP/FINANCE & CFO,2021-02-14,Option Exercise,0.0,3230.0,0.0,27908.0,Feb 18 05:14 PM,1274498,ALK
22,SCHNEIDER ANDREA L,SR VP PEOPLE,2021-02-14,Option Exercise,0.0,780.0,0.0,12769.0,Feb 18 05:14 PM,1715974,ALK
23,LEVINE KYLE B,SR VP LEGAL,2021-02-14,Option Exercise,0.0,760.0,0.0,8592.0,Feb 18 05:07 PM,1663200,ALK
24,MINICUCCI BENITO,"PRESIDENT,ALASKA AIRLINES",2021-02-14,Option Exercise,0.0,4400.0,0.0,107640.0,Feb 18 05:07 PM,1451455,ALK
25,HARRISON ANDREW R,EVP & CCO,2021-02-14,Option Exercise,0.0,3230.0,0.0,23777.0,Feb 18 05:00 PM,1544030,ALK
26,BERRY CHRISTOPHER MICHAEL,VP & CONTROLLER,2021-02-14,Option Exercise,0.0,490.0,0.0,4184.0,Feb 18 04:56 PM,1636483,ALK
0,KISSAM LUTHER C IV,Director,2020-11-17,Option Exercise,64.42,164191.0,10577526.0,348256.0,Nov 18 05:17 PM,1266395,ALB
1,KISSAM LUTHER C IV,Director,2020-11-17,Sale,126.66,164191.0,20796356.0,184065.0,Nov 18 05:17 PM,1266395,ALB
2,Crawford Raphael Goszcz,"President, Catalysts",2020-11-11,Option Exercise,58.06,14580.0,846447.0,28219.0,Nov 12 05:26 PM,1776484,ALB
3,Crawford Raphael Goszcz,"President, Catalysts",2020-11-11,Sale,118.43,14580.0,1726709.0,13639.0,Nov 12 05:26 PM,1776484,ALB
4,NARWOLD KAREN G,"EVP, Chief Admin Officer",2020-11-09,Option Exercise,65.57,24859.0,1630085.0,66288.0,Nov 10 04:20 PM,1095670,ALB
5,Tozier Scott,EVP & CFO,2020-11-09,Option Exercise,63.84,18405.0,1174975.0,71933.0,Nov 10 04:23 PM,1511133,ALB
6,Tozier Scott,EVP & CFO,2020-11-09,Sale,117.8,18405.0,2168125.0,53528.0,Nov 10 04:23 PM,1511133,ALB
7,NARWOLD KAREN G,"EVP, Chief Admin Officer",2020-11-09,Sale,118.69,24859.0,2950481.0,41429.0,Nov 10 04:20 PM,1095670,ALB
8,Tozier Scott,EVP & CFO,2020-11-06,Option Exercise,65.0,16478.0,1071070.0,70006.0,Nov 10 04:23 PM,1511133,ALB
9,Tozier Scott,EVP & CFO,2020-11-06,Sale,103.88,16478.0,1711722.0,53528.0,Nov 10 04:23 PM,1511133,ALB
10,KISSAM LUTHER C IV,Director,2020-09-15,Option Exercise,66.14,59000.0,3902260.0,243065.0,Sep 15 05:03 PM,1266395,ALB
11,KISSAM LUTHER C IV,Director,2020-09-15,Sale,100.03,59000.0,5901770.0,184065.0,Sep 15 05:03 PM,1266395,ALB
12,KISSAM LUTHER C IV,Director,2020-08-11,Sale,90.71,150001.0,13606897.0,187065.0,Aug 12 04:25 PM,1266395,ALB
13,Johnson Netha N.,"President, Bromine Specialties",2020-08-09,Option Exercise,0.0,3308.0,0.0,5634.0,Aug 11 08:17 AM,1594784,ALB
14,KISSAM LUTHER C IV,Director,2020-07-01,Option Exercise,0.0,17428.0,0.0,339523.0,Jul 02 05:53 PM,1266395,ALB
15,Ryan David Terrence,"VP, Corp. Strategy & IR",2020-05-12,Option Exercise,0.0,495.0,0.0,3800.0,May 13 04:48 PM,1776567,ALB
16,NARWOLD KAREN G,"EVP, Chief Admin Officer",2021-02-28,Sale,78.11,531.0,41476.0,41429.0,Mar 03 04:42 PM,1095670,ALB
17,Tozier Scott,EVP & CFO,2021-02-28,Sale,78.11,630.0,49209.0,53528.0,Mar 03 04:30 PM,1511133,ALB
18,Tozier Scott,EVP & CFO,2021-02-26,Option Exercise,0.0,1990.0,0.0,55361.0,Feb 26 04:23 PM,1511133,ALB
19,Barichivich John Clarence III,"VP, Controller & CAO",2021-02-26,Option Exercise,0.0,266.0,0.0,2768.0,Feb 26 04:19 PM,1792555,ALB
20,Crawford Raphael Goszcz,"President, Catalysts",2021-02-26,Option Exercise,0.0,1106.0,0.0,10383.0,Feb 26 04:18 PM,1776484,ALB
21,NARWOLD KAREN G,"EVP, Chief Admin Officer",2021-02-26,Option Exercise,0.0,1548.0,0.0,44941.0,Feb 26 04:16 PM,1095670,ALB
22,KISSAM LUTHER C IV,"Chairman, President & CEO",2021-02-26,Option Exercise,0.0,8841.0,0.0,331382.0,Feb 26 04:10 PM,1266395,ALB
