,Insider Trading,Relationship,Date,Transaction,Cost,#Shares,Value ($),#Shares Total,SEC Form 4,Insider_id,Ticker
3,Williams R Sanders,Director,2020-11-09,Sale,242.4,250.0,60600.0,4909.0,Nov 10 06:32 PM,1375347,AMGN
4,SUGAR RONALD D,Director,2020-08-19,Option Exercise,54.69,1000.0,54690.0,16589.0,Aug 19 06:00 PM,1216519,AMGN
5,SUGAR RONALD D,Director,2020-08-19,Sale,241.02,1000.0,241020.0,15589.0,Aug 19 06:00 PM,1216519,AMGN
6,Williams R Sanders,Director,2020-08-07,Sale,242.95,250.0,60738.0,5159.0,Aug 10 05:42 PM,1375347,AMGN
7,SUGAR RONALD D,Director,2020-07-22,Option Exercise,54.69,1000.0,54690.0,16589.0,Jul 22 06:11 PM,1216519,AMGN
8,SUGAR RONALD D,Director,2020-07-22,Sale,259.79,1000.0,259790.0,15589.0,Jul 22 06:11 PM,1216519,AMGN
9,SUGAR RONALD D,Director,2020-06-17,Option Exercise,54.69,1000.0,54690.0,16576.0,Jun 17 06:11 PM,1216519,AMGN
10,SUGAR RONALD D,Director,2020-06-17,Sale,228.54,1000.0,228540.0,15576.0,Jun 17 06:11 PM,1216519,AMGN
11,SUGAR RONALD D,Director,2020-05-20,Option Exercise,54.69,1000.0,54690.0,16482.0,May 20 09:24 PM,1216519,AMGN
12,SUGAR RONALD D,Director,2020-05-20,Sale,229.27,1000.0,229270.0,15482.0,May 20 09:24 PM,1216519,AMGN
13,Williams R Sanders,Director,2020-05-06,Sale,237.31,425.0,100857.0,5409.0,May 07 08:49 PM,1375347,AMGN
14,SUGAR RONALD D,Director,2020-04-22,Option Exercise,54.69,1000.0,54690.0,15636.0,Apr 22 07:07 PM,1216519,AMGN
15,SUGAR RONALD D,Director,2020-04-22,Sale,233.35,1000.0,233350.0,14636.0,Apr 22 07:07 PM,1216519,AMGN
16,Bradway Robert A,"Chairman, CEO and President",2020-04-13,Option Exercise,58.43,127000.0,7420610.0,595516.0,Apr 13 07:54 PM,1396482,AMGN
0,Harris Parker,Co-Founder and CTO,2021-02-02,Option Exercise,59.34,4300.0,255162.0,69445.0,Feb 03 09:34 PM,1294774,CRM
1,Harris Parker,Co-Founder and CTO,2021-02-02,Sale,233.91,4300.0,1005822.0,65145.0,Feb 03 09:34 PM,1294774,CRM
2,Harris Parker,Co-Founder and CTO,2021-02-02,Sale,233.88,1000.0,233884.0,290472.0,Feb 03 09:34 PM,1294774,CRM
3,Weaver Amy E,President and CFO,2021-02-01,Option Exercise,118.04,5000.0,590200.0,26486.0,Feb 02 08:06 PM,1653189,CRM
4,Weaver Amy E,President and CFO,2021-02-01,Sale,227.0,5000.0,1135000.0,21486.0,Feb 02 08:06 PM,1653189,CRM
5,Harris Parker,Co-Founder and CTO,2021-01-26,Option Exercise,59.34,4300.0,255162.0,69445.0,Jan 27 08:10 PM,1294774,CRM
6,Harris Parker,Co-Founder and CTO,2021-01-26,Sale,226.12,4300.0,972314.0,65145.0,Jan 27 08:10 PM,1294774,CRM
7,Harris Parker,Co-Founder and CTO,2021-01-26,Sale,226.06,1000.0,226060.0,290972.0,Jan 27 08:10 PM,1294774,CRM
8,Hyder Brent,President/Chief People Officer,2021-01-26,Sale,227.8,488.0,111166.0,682.0,Jan 27 08:14 PM,1704187,CRM
9,Tallapragada Srinivas,Pres/Chief Engineering Officer,2021-01-25,Sale,227.03,234.0,53124.0,46242.0,Jan 25 08:46 PM,1742882,CRM
10,Hyder Brent,President/Chief People Officer,2021-01-25,Sale,227.03,395.0,89675.0,1170.0,Jan 25 08:51 PM,1704187,CRM
11,Tallapragada Srinivas,Pres/Chief Engineering Officer,2021-01-22,Option Exercise,0.0,667.0,0.0,46476.0,Jan 25 08:46 PM,1742882,CRM
12,Patterson Gavin,Pres. & Chief Revenue Officer,2021-01-22,Option Exercise,0.0,627.0,0.0,3136.0,Jan 25 08:49 PM,1815735,CRM
13,Hyder Brent,President/Chief People Officer,2021-01-22,Option Exercise,0.0,1045.0,0.0,1565.0,Jan 25 08:51 PM,1704187,CRM
14,Hawkins Mark J,President and CFO,2021-01-22,Option Exercise,138.25,5487.0,758552.0,17971.0,Jan 25 08:53 PM,1430437,CRM
15,Hawkins Mark J,President and CFO,2021-01-22,Sale,224.93,5487.0,1234191.0,12484.0,Jan 25 08:53 PM,1430437,CRM
16,Weaver Amy E,President and CLO,2021-01-20,Option Exercise,118.04,5000.0,590200.0,26486.0,Jan 20 08:21 PM,1653189,CRM
17,Weaver Amy E,President and CLO,2021-01-20,Sale,222.0,5000.0,1110000.0,21486.0,Jan 20 08:21 PM,1653189,CRM
18,Harris Parker,Co-Founder and CTO,2021-01-19,Option Exercise,59.34,4300.0,255162.0,69445.0,Jan 20 08:24 PM,1294774,CRM
19,Harris Parker,Co-Founder and CTO,2021-01-19,Sale,215.68,4300.0,927424.0,65145.0,Jan 20 08:24 PM,1294774,CRM
20,Harris Parker,Co-Founder and CTO,2021-01-19,Sale,215.71,1000.0,215707.0,291472.0,Jan 20 08:24 PM,1294774,CRM
21,Harris Parker,Co-Founder and CTO,2021-01-12,Option Exercise,59.34,4300.0,255162.0,69445.0,Jan 13 08:37 PM,1294774,CRM
22,Harris Parker,Co-Founder and CTO,2021-01-12,Sale,215.92,4300.0,928456.0,65145.0,Jan 13 08:37 PM,1294774,CRM
23,Harris Parker,Co-Founder and CTO,2021-01-12,Sale,215.86,1000.0,215864.0,291972.0,Jan 13 08:37 PM,1294774,CRM
24,Tallapragada Srinivas,Pres/Chief Engineering Officer,2021-01-07,Option Exercise,80.99,5000.0,404950.0,50809.0,Jan 07 08:02 PM,1742882,CRM
25,Tallapragada Srinivas,Pres/Chief Engineering Officer,2021-01-07,Sale,216.5,5000.0,1082500.0,45809.0,Jan 07 08:02 PM,1742882,CRM
26,Harris Parker,Co-Founder and CTO,2021-01-05,Option Exercise,59.34,4300.0,255162.0,69445.0,Jan 05 08:27 PM,1294774,CRM
27,Harris Parker,Co-Founder and CTO,2021-01-05,Sale,220.66,4300.0,948838.0,65145.0,Jan 05 08:27 PM,1294774,CRM
28,Harris Parker,Co-Founder and CTO,2021-01-05,Sale,220.69,1000.0,220694.0,292472.0,Jan 05 08:27 PM,1294774,CRM
29,Weaver Amy E,President and CLO,2021-01-04,Option Exercise,118.04,5000.0,590200.0,26486.0,Jan 05 08:31 PM,1653189,CRM
30,Weaver Amy E,President and CLO,2021-01-04,Sale,222.91,5000.0,1114550.0,21486.0,Jan 05 08:31 PM,1653189,CRM
31,Hawkins Mark J,President and CFO,2020-12-24,Sale,228.3,1008.0,230126.0,13029.0,Dec 28 04:08 PM,1430437,CRM
32,Allanson Joe,Chief Accounting Officer,2020-12-24,Sale,228.3,308.0,70316.0,31108.0,Dec 28 04:12 PM,1603027,CRM
33,Allanson Joe,Chief Accounting Officer,2020-12-23,Sale,229.36,313.0,71790.0,31416.0,Dec 23 08:03 PM,1603027,CRM
34,Harris Parker,Co-Founder and CTO,2020-12-23,Sale,229.36,1200.0,275233.0,65145.0,Dec 23 08:04 PM,1294774,CRM
35,Hawkins Mark J,President and CFO,2020-12-23,Sale,229.36,1018.0,233489.0,14037.0,Dec 23 08:07 PM,1430437,CRM
36,Tallapragada Srinivas,Pres/Chief Engineering Officer,2020-12-23,Sale,229.36,840.0,192663.0,45809.0,Dec 23 08:09 PM,1742882,CRM
37,Taylor Bret Steven,President & COO,2020-12-23,Sale,229.36,1151.0,263994.0,946805.0,Dec 23 08:11 PM,1610312,CRM
38,Weaver Amy E,President and CLO,2020-12-23,Sale,229.36,819.0,187846.0,21486.0,Dec 23 08:13 PM,1653189,CRM
39,Hawkins Mark J,President and CFO,2020-12-22,Option Exercise,138.24,5486.0,758390.0,18515.0,Dec 22 07:37 PM,1430437,CRM
40,Hyder Brent,President/Chief People Officer,2020-12-22,Option Exercise,142.33,1394.0,198408.0,1914.0,Dec 22 07:42 PM,1704187,CRM
41,Allanson Joe,Chief Accounting Officer,2020-12-22,Option Exercise,0.0,621.0,0.0,31729.0,Dec 23 08:03 PM,1603027,CRM
42,Harris Parker,Co-Founder and CTO,2020-12-22,Option Exercise,0.0,2388.0,0.0,66345.0,Dec 23 08:04 PM,1294774,CRM
43,Hawkins Mark J,President and CFO,2020-12-22,Option Exercise,0.0,2026.0,0.0,15055.0,Dec 23 08:07 PM,1430437,CRM
44,Tallapragada Srinivas,Pres/Chief Engineering Officer,2020-12-22,Option Exercise,0.0,1671.0,0.0,46649.0,Dec 23 08:09 PM,1742882,CRM
45,Taylor Bret Steven,President & COO,2020-12-22,Option Exercise,0.0,2291.0,0.0,947956.0,Dec 23 08:11 PM,1610312,CRM
46,Weaver Amy E,President and CLO,2020-12-22,Option Exercise,0.0,1629.0,0.0,22305.0,Dec 23 08:13 PM,1653189,CRM
47,Hawkins Mark J,President and CFO,2020-12-22,Sale,227.0,5486.0,1245322.0,13029.0,Dec 22 07:37 PM,1430437,CRM
48,Hyder Brent,President/Chief People Officer,2020-12-22,Sale,227.0,1394.0,316438.0,520.0,Dec 22 07:42 PM,1704187,CRM
49,Weaver Amy E,President and CLO,2020-12-15,Option Exercise,118.04,11000.0,1298440.0,31676.0,Dec 16 08:40 PM,1653189,CRM
50,Weaver Amy E,President and CLO,2020-12-15,Sale,220.9,11000.0,2429941.0,20676.0,Dec 16 08:40 PM,1653189,CRM
51,Tallapragada Srinivas,Pres/Chief Engineering Officer,2020-12-07,Option Exercise,80.99,5000.0,404950.0,49978.0,Dec 07 07:31 PM,1742882,CRM
52,Tallapragada Srinivas,Pres/Chief Engineering Officer,2020-12-07,Sale,227.74,5000.0,1138700.0,44978.0,Dec 07 07:31 PM,1742882,CRM
53,Weaver Amy E,President and CLO,2020-12-01,Option Exercise,107.62,9010.0,969682.0,29686.0,Dec 02 07:34 PM,1653189,CRM
54,Weaver Amy E,President and CLO,2020-12-01,Sale,245.0,9010.0,2207450.0,20676.0,Dec 02 07:34 PM,1653189,CRM
55,Allanson Joe,Chief Accounting Officer,2020-11-24,Sale,260.0,164.0,42640.0,31108.0,Nov 24 06:10 PM,1603027,CRM
56,Hawkins Mark J,President and CFO,2020-11-24,Sale,260.0,617.0,160420.0,13029.0,Nov 24 06:16 PM,1430437,CRM
57,Hyder Brent,President/Chief People Officer,2020-11-23,Option Exercise,142.33,1393.0,198266.0,1913.0,Nov 24 06:05 PM,1704187,CRM
58,Hawkins Mark J,President and CFO,2020-11-23,Option Exercise,114.64,8802.0,1009066.0,22448.0,Nov 24 06:16 PM,1430437,CRM
59,Weaver Amy E,President and CLO,2020-11-23,Sale,257.35,416.0,107058.0,20676.0,Nov 23 08:18 PM,1653189,CRM
60,Tallapragada Srinivas,Pres/Chief Engineering Officer,2020-11-23,Sale,257.35,859.0,221065.0,44978.0,Nov 23 08:20 PM,1742882,CRM
61,Allanson Joe,Chief Accounting Officer,2020-11-23,Sale,257.35,167.0,42978.0,31272.0,Nov 23 08:22 PM,1603027,CRM
62,Harris Parker,Co-Founder and CTO,2020-11-23,Sale,257.35,831.0,213859.0,63957.0,Nov 23 08:24 PM,1294774,CRM
63,Hawkins Mark J,President and CFO,2020-11-23,Sale,257.35,624.0,160587.0,13646.0,Nov 23 08:26 PM,1430437,CRM
64,Hyder Brent,President/Chief People Officer,2020-11-23,Sale,261.23,1393.0,363893.0,520.0,Nov 24 06:05 PM,1704187,CRM
65,Hawkins Mark J,President and CFO,2020-11-23,Sale,261.23,8802.0,2299346.0,13646.0,Nov 24 06:16 PM,1430437,CRM
66,Weaver Amy E,President and CLO,2020-11-22,Option Exercise,0.0,828.0,0.0,21092.0,Nov 23 08:18 PM,1653189,CRM
67,Tallapragada Srinivas,Pres/Chief Engineering Officer,2020-11-22,Option Exercise,0.0,1710.0,0.0,45837.0,Nov 23 08:20 PM,1742882,CRM
68,Allanson Joe,Chief Accounting Officer,2020-11-22,Option Exercise,0.0,331.0,0.0,31439.0,Nov 23 08:22 PM,1603027,CRM
69,Harris Parker,Co-Founder and CTO,2020-11-22,Option Exercise,0.0,1655.0,0.0,64788.0,Nov 23 08:24 PM,1294774,CRM
70,Hawkins Mark J,President and CFO,2020-11-22,Option Exercise,0.0,1241.0,0.0,14270.0,Nov 23 08:26 PM,1430437,CRM
71,Conway Craig,Director,2020-11-22,Option Exercise,0.0,514.0,0.0,11707.0,Nov 23 07:04 PM,1340922,CRM
72,ROBERTSON SANFORD,Director,2020-11-22,Option Exercise,0.0,514.0,0.0,36905.0,Nov 23 07:05 PM,1250105,CRM
73,HASSENFELD ALAN G,Director,2020-11-22,Option Exercise,0.0,514.0,0.0,80105.0,Nov 23 07:07 PM,916371,CRM
74,Powell Colin,Director,2020-11-22,Option Exercise,0.0,514.0,0.0,61416.0,Nov 23 07:09 PM,1603044,CRM
75,Wojcicki Susan,Director,2020-11-22,Option Exercise,0.0,514.0,0.0,105825.0,Nov 23 07:10 PM,1519786,CRM
76,Roos John Victor,Director,2020-11-22,Option Exercise,0.0,514.0,0.0,8063.0,Nov 23 07:12 PM,1586704,CRM
77,KROES NEELIE,Director,2020-11-22,Option Exercise,0.0,514.0,0.0,11692.0,Nov 23 07:14 PM,1202423,CRM
78,WEBB MAYNARD G JR,Director,2020-11-22,Option Exercise,0.0,514.0,0.0,43886.0,Nov 23 07:15 PM,1209189,CRM
79,Washington Robin L,Director,2020-11-22,Option Exercise,0.0,514.0,0.0,34671.0,Nov 23 07:17 PM,1327145,CRM
80,Weaver Amy E,President and CLO,2020-11-16,Option Exercise,103.11,8326.0,858534.0,28590.0,Nov 16 06:56 PM,1653189,CRM
81,Weaver Amy E,President and CLO,2020-11-16,Sale,249.52,8326.0,2077504.0,20264.0,Nov 16 06:56 PM,1653189,CRM
82,Tallapragada Srinivas,Pres/Chief Engineering Officer,2020-11-09,Option Exercise,80.99,5000.0,404950.0,49127.0,Nov 09 06:02 PM,1742882,CRM
83,Tallapragada Srinivas,Pres/Chief Engineering Officer,2020-11-09,Sale,260.95,5000.0,1304750.0,44127.0,Nov 09 06:02 PM,1742882,CRM
84,Weaver Amy E,President and CLO,2020-11-02,Option Exercise,75.57,5800.0,438306.0,26064.0,Nov 02 05:15 PM,1653189,CRM
85,Weaver Amy E,President and CLO,2020-11-02,Sale,235.12,5800.0,1363696.0,20264.0,Nov 02 05:15 PM,1653189,CRM
86,Benioff Marc,Chair of the Board & CEO,2020-10-30,Sale,231.65,15000.0,3474720.0,29038241.0,Oct 30 09:12 PM,1294693,CRM
87,Benioff Marc,Chair of the Board & CEO,2020-10-29,Sale,239.21,15000.0,3588164.0,29053241.0,Oct 30 09:12 PM,1294693,CRM
88,Benioff Marc,Chair of the Board & CEO,2020-10-28,Sale,240.42,15000.0,3606366.0,29068241.0,Oct 28 07:16 PM,1294693,CRM
89,Harris Parker,Co-Founder and CTO,2020-10-27,Option Exercise,59.34,5000.0,296700.0,68133.0,Oct 28 07:15 PM,1294774,CRM
90,Harris Parker,Co-Founder and CTO,2020-10-27,Sale,249.44,5000.0,1247201.0,63133.0,Oct 28 07:15 PM,1294774,CRM
91,Benioff Marc,Chair of the Board & CEO,2020-10-27,Sale,249.44,15000.0,3741602.0,29083241.0,Oct 28 07:16 PM,1294693,CRM
92,Hyder Brent,President/Chief People Officer,2020-10-26,Sale,245.0,1561.0,382445.0,520.0,Oct 26 09:06 PM,1704187,CRM
93,Benioff Marc,Chair of the Board & CEO,2020-10-26,Sale,242.3,15000.0,3634460.0,29098241.0,Oct 26 09:14 PM,1294693,CRM
94,Benioff Marc,Chair of the Board & CEO,2020-10-23,Sale,248.76,15000.0,3731328.0,29113241.0,Oct 26 09:14 PM,1294693,CRM
95,Hyder Brent,President/Chief People Officer,2020-10-23,Sale,248.47,2100.0,521788.0,2081.0,Oct 26 04:32 PM,1704187,CRM
96,Tallapragada Srinivas,Pres/Chief Engineering Officer,2020-10-23,Sale,248.47,335.0,83238.0,44127.0,Oct 26 04:35 PM,1742882,CRM
97,Hawkins Mark J,President and CFO,2020-10-22,Option Exercise,114.64,8801.0,1008905.0,21830.0,Oct 22 08:52 PM,1430437,CRM
98,Hyder Brent,President/Chief People Officer,2020-10-22,Option Exercise,142.33,16727.0,2380754.0,16727.0,Oct 22 09:00 PM,1704187,CRM
99,Hyder Brent,President/Chief People Officer,2020-10-22,Option Exercise,0.0,4181.0,0.0,4181.0,Oct 26 04:32 PM,1704187,CRM
0,PELTZ NELSON,Director,2021-02-03,Sale,128.71,408880.0,52626045.0,9409487.0,Feb 05 04:50 PM,928265,PG
1,Pritchard Marc S.,Chief Brand Officer,2021-01-21,Option Exercise,63.05,95163.0,6000027.0,224749.0,Jan 22 01:11 PM,1440364,PG
2,Pritchard Marc S.,Chief Brand Officer,2021-01-21,Sale,130.65,95163.0,12433046.0,129586.0,Jan 22 01:11 PM,1440364,PG
3,Jejurikar Shailesh,CEO - Fabric & Home Care,2020-12-15,Option Exercise,136.85,50.0,6880.0,317.0,Dec 17 05:21 PM,1746310,PG
4,Majoras Deborah P,Chief Legal Officer & Secy,2020-12-15,Option Exercise,136.85,63.0,8669.0,50582.0,Dec 17 05:16 PM,1483177,PG
5,Pritchard Marc S.,Chief Brand Officer,2020-12-15,Option Exercise,136.85,87.0,11972.0,129673.0,Dec 17 05:14 PM,1440364,PG
6,Francisco Ma. Fatima,CEO - Baby & Feminine Care,2020-12-15,Option Exercise,136.85,33.0,4541.0,17863.0,Dec 17 05:06 PM,1747222,PG
7,Bishop Steven D,CEO - Health Care,2020-12-15,Option Exercise,136.85,72.0,9908.0,62068.0,Dec 17 05:02 PM,1669212,PG
8,Fish Kathleen B,"Chf Rsch, Dev & Innv Officer",2020-12-15,Option Exercise,136.85,63.0,8669.0,23606.0,Dec 17 05:02 PM,1598156,PG
9,Moeller Jon R,"Vice Chairman, COO and CFO",2020-12-15,Option Exercise,136.85,116.0,15825.0,128780.0,Dec 17 02:06 PM,1450613,PG
10,Grabowski Mary Theresa,Chief Human Resources Officer,2020-12-15,Option Exercise,136.85,41.0,5642.0,1959.0,Dec 17 02:03 PM,1747030,PG
11,Keith R. Alexandra,CEO - Beauty,2020-12-15,Option Exercise,136.85,38.0,5229.0,48561.0,Dec 17 02:00 PM,1710268,PG
12,TASTAD CAROLYN M,Group Pres-Chief Sales Officer,2020-12-15,Option Exercise,136.85,67.0,9220.0,50502.0,Dec 17 01:57 PM,1597938,PG
13,FergusonMchugh MaryLynn,CEO - Family Care & P&G Ventur,2020-12-15,Option Exercise,136.85,82.0,11284.0,127318.0,Dec 17 01:55 PM,1613133,PG
14,Taylor David S,"Chairman, President & CEO",2020-12-15,Option Exercise,136.85,184.0,25182.0,272560.0,Dec 17 09:36 AM,1505989,PG
15,PELTZ NELSON,Director,2020-11-30,Sale,137.31,306567.0,42096128.0,9818367.0,Nov 30 07:33 PM,928265,PG
16,Taylor David S,"Chairman, President & CEO",2020-11-13,Option Exercise,85.13,30000.0,2553900.0,301954.0,Nov 16 09:30 AM,1505989,PG
17,Taylor David S,"Chairman, President & CEO",2020-11-13,Sale,144.26,30000.0,4327857.0,271954.0,Nov 16 09:30 AM,1505989,PG
18,Fish Kathleen B,"Chf Rsch, Dev & Innv Officer",2020-11-10,Option Exercise,76.95,34513.0,2655874.0,48683.0,Nov 12 08:49 AM,1598156,PG
19,Fish Kathleen B,"Chf Rsch, Dev & Innv Officer",2020-11-10,Sale,140.0,34513.0,4831820.0,23464.0,Nov 12 08:49 AM,1598156,PG
20,Taylor David S,"Chairman, President & CEO",2020-11-06,Option Exercise,85.13,35000.0,2979550.0,306954.0,Nov 09 09:53 AM,1505989,PG
21,Taylor David S,"Chairman, President & CEO",2020-11-06,Sale,143.31,35000.0,5015833.0,271954.0,Nov 09 09:53 AM,1505989,PG
22,Taylor David S,"Chairman, President & CEO",2020-11-03,Option Exercise,83.87,30000.0,2516100.0,301954.0,Nov 04 10:39 AM,1505989,PG
23,Majoras Deborah P,Chief Legal Officer & Secy,2020-11-03,Sale,142.0,23779.0,3376673.0,50386.0,Nov 04 10:42 AM,1483177,PG
24,Taylor David S,"Chairman, President & CEO",2020-11-03,Sale,142.44,30000.0,4273311.0,271954.0,Nov 04 10:39 AM,1505989,PG
25,TASTAD CAROLYN M,Group Pres-Chief Sales Officer,2020-10-27,Option Exercise,75.43,51867.0,3912135.0,81331.0,Oct 28 08:38 AM,1597938,PG
26,TASTAD CAROLYN M,Group Pres-Chief Sales Officer,2020-10-27,Sale,142.94,51867.0,7413744.0,50960.0,Oct 28 08:38 AM,1597938,PG
27,Taylor David S,"Chairman, President & CEO",2020-10-23,Option Exercise,83.87,35054.0,2939979.0,307008.0,Oct 27 07:29 AM,1505989,PG
28,Taylor David S,"Chairman, President & CEO",2020-10-23,Sale,142.67,35054.0,5001031.0,271954.0,Oct 27 07:29 AM,1505989,PG
29,Majoras Deborah P,Chief Legal Officer & Secy,2020-10-22,Option Exercise,76.18,95170.0,7250051.0,145556.0,Oct 26 10:46 AM,1483177,PG
30,Majoras Deborah P,Chief Legal Officer & Secy,2020-10-22,Sale,141.42,71391.0,10096258.0,74165.0,Oct 26 10:46 AM,1483177,PG
31,Keith R. Alexandra,CEO - Beauty,2020-10-21,Option Exercise,85.0,79380.0,6746935.0,79429.0,Oct 22 03:34 PM,1710268,PG
32,Keith R. Alexandra,CEO - Beauty,2020-10-21,Option Exercise,85.0,19863.0,1688362.0,17503.0,Oct 22 03:34 PM,1710268,PG
33,Keith R. Alexandra,CEO - Beauty,2020-10-21,Sale,143.75,79380.0,11411105.0,48291.0,Oct 22 03:34 PM,1710268,PG
34,Keith R. Alexandra,CEO - Beauty,2020-10-21,Sale,144.0,19863.0,2860272.0,9989.0,Oct 22 03:34 PM,1710268,PG
35,PELTZ NELSON,Director,2020-08-27,Sale,138.82,697000.0,96759490.0,10124934.0,Aug 28 04:11 PM,928265,PG
36,Sheppard Valarie L,"Controller, Treas. & Group VP",2020-08-25,Sale,138.28,4688.0,648272.0,23397.0,Aug 26 09:54 AM,1334175,PG
37,Fish Kathleen B,"Chf Rsch, Dev & Innv Officer",2020-08-24,Sale,137.49,15887.0,2184304.0,21138.0,Aug 25 12:29 PM,1598156,PG
38,Majoras Deborah P,Chief Legal Officer & Secy,2020-08-24,Sale,138.21,18966.0,2621291.0,45250.0,Aug 25 12:28 PM,1483177,PG
39,Fish Kathleen B,"Chf Rsch, Dev & Innv Officer",2020-08-21,Option Exercise,67.52,19023.0,1284433.0,56048.0,Aug 24 09:32 AM,1598156,PG
40,Fish Kathleen B,"Chf Rsch, Dev & Innv Officer",2020-08-21,Sale,137.79,19023.0,2621196.0,37025.0,Aug 24 09:32 AM,1598156,PG
41,Keith R. Alexandra,CEO - Beauty,2020-08-20,Sale,136.0,1183.0,160891.0,9315.0,Aug 24 09:39 AM,1710268,PG
42,Keith R. Alexandra,CEO - Beauty,2020-08-20,Sale,136.09,16871.0,2295986.0,45240.0,Aug 24 09:39 AM,1710268,PG
43,Sheppard Valarie L,"Controller, Treas. & Group VP",2020-08-19,Sale,135.92,7.0,951.0,28085.0,Aug 20 10:25 AM,1334175,PG
44,TASTAD CAROLYN M,Group Pres-Chief Sales Officer,2020-08-19,Sale,136.0,19043.0,2589848.0,47991.0,Aug 20 10:27 AM,1597938,PG
45,Jejurikar Shailesh,CEO - Fabric & Home Care,2020-08-19,Sale,136.13,16871.0,2296715.0,265.0,Aug 20 10:28 AM,1746310,PG
46,Grabowski Mary Theresa,Chief Human Resources Officer,2020-08-19,Sale,135.54,1790.0,242617.0,1907.0,Aug 19 05:13 PM,1747030,PG
47,Coombe Gary A,CEO - Grooming,2020-08-19,Sale,135.92,17194.0,2337058.0,9194.0,Aug 19 05:14 PM,1623622,PG
48,Taylor David S,"Chairman, President & CEO",2020-08-19,Sale,135.94,59707.0,8116665.0,254044.0,Aug 19 05:27 PM,1505989,PG
49,Moeller Jon R,"Vice Chairman, COO and CFO",2020-08-19,Sale,135.94,2645.0,359565.0,6203.0,Aug 19 05:28 PM,1450613,PG
50,Moeller Jon R,"Vice Chairman, COO and CFO",2020-08-19,Sale,135.94,45613.0,6200691.0,121878.0,Aug 19 05:28 PM,1450613,PG
51,Moeller Jon R,"Vice Chairman, COO and CFO",2020-08-18,Sale,136.53,1145.0,156323.0,8848.0,Aug 19 05:28 PM,1450613,PG
52,Moeller Jon R,"Vice Chairman, COO and CFO",2020-08-18,Sale,136.53,32352.0,4416915.0,167491.0,Aug 19 05:28 PM,1450613,PG
53,Taylor David S,"Chairman, President & CEO",2020-08-18,Sale,136.53,72210.0,9858600.0,313751.0,Aug 19 05:27 PM,1505989,PG
54,Coombe Gary A,CEO - Grooming,2020-08-18,Sale,136.53,15538.0,2121353.0,26388.0,Aug 19 05:14 PM,1623622,PG
55,FergusonMchugh MaryLynn,CEO - Family Care & P&G Ventur,2020-08-18,Sale,136.53,18795.0,2566021.0,116245.0,Aug 19 11:57 AM,1613133,PG
56,Bishop Steven D,CEO - Health Care,2020-08-18,Sale,136.53,17693.0,2415569.0,61915.0,Aug 19 10:10 AM,1669212,PG
57,Grabowski Mary Theresa,Chief Human Resources Officer,2020-08-18,Sale,136.53,1567.0,213937.0,3697.0,Aug 19 05:13 PM,1747030,PG
58,Majoras Deborah P,Chief Legal Officer & Secy,2020-08-18,Sale,136.53,16763.0,2288599.0,64216.0,Aug 20 10:33 AM,1483177,PG
59,Jejurikar Shailesh,CEO - Fabric & Home Care,2020-08-18,Sale,136.53,15246.0,2081488.0,17136.0,Aug 20 10:28 AM,1746310,PG
60,TASTAD CAROLYN M,Group Pres-Chief Sales Officer,2020-08-18,Sale,136.53,16831.0,2297883.0,67034.0,Aug 20 10:27 AM,1597938,PG
61,Sheppard Valarie L,"Controller, Treas. & Group VP",2020-08-18,Sale,136.53,2915.0,397976.0,28092.0,Aug 20 10:25 AM,1334175,PG
62,Pritchard Marc S.,Chief Brand Officer,2020-08-18,Sale,136.53,15370.0,2098417.0,129461.0,Aug 19 01:32 PM,1440364,PG
63,Fish Kathleen B,"Chf Rsch, Dev & Innv Officer",2020-08-18,Sale,136.53,13888.0,1896084.0,37025.0,Aug 19 01:30 PM,1598156,PG
64,Francisco Ma. Fatima,CEO - Baby & Feminine Care,2020-08-18,Sale,136.53,10629.0,1451143.0,17825.0,Aug 19 01:29 PM,1747222,PG
65,Keith R. Alexandra,CEO - Beauty,2020-08-18,Sale,136.53,1070.0,146084.0,10498.0,Aug 19 01:02 PM,1710268,PG
66,Keith R. Alexandra,CEO - Beauty,2020-08-18,Sale,136.53,15246.0,2081488.0,62111.0,Aug 19 01:02 PM,1710268,PG
67,Taylor David S,"Chairman, President & CEO",2020-08-12,Option Exercise,78.66,26960.0,2120674.0,258389.0,Aug 14 04:22 PM,1505989,PG
68,Sheppard Valarie L,"Controller, Treas. & Group VP",2020-08-12,Sale,134.98,1221.0,164817.0,24683.0,Aug 13 01:33 PM,1334175,PG
69,Taylor David S,"Chairman, President & CEO",2020-08-12,Sale,135.68,26960.0,3657992.0,231429.0,Aug 14 04:22 PM,1505989,PG
70,FergusonMchugh MaryLynn,CEO - Family Care & P&G Ventur,2020-08-11,Option Exercise,76.18,39381.0,3000045.0,134140.0,Aug 12 11:43 AM,1613133,PG
71,FergusonMchugh MaryLynn,CEO - Family Care & P&G Ventur,2020-08-11,Sale,134.33,39381.0,5290050.0,94759.0,Aug 12 11:43 AM,1613133,PG
72,Taylor David S,"Chairman, President & CEO",2020-08-04,Option Exercise,78.66,30000.0,2359800.0,273429.0,Aug 05 03:18 PM,1505989,PG
73,Taylor David S,"Chairman, President & CEO",2020-08-04,Sale,132.87,30000.0,3985965.0,243429.0,Aug 05 03:18 PM,1505989,PG
